quiz_id,created_at,published_at,question,option_1,option_2,option_3,option_4,correct_option_id,correct_answer,explanation,key,level,category,message_id,status,audio_text,audio_file_id
pa_190,2026-02-14T09:09:00Z,,"Er spricht regelmäßig mit ___ Projekt, damit alle Schritte transparent bleiben.",seinem,seine,sein,seiner,0,seinem,„Projekt“ ist neutrum und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_projekt_dat_190,B1,Arbeit,,ready,,
pa_191,2026-02-14T09:10:00Z,,"Ihr arbeitet seit Wochen mit ___ Ausweis, weil die Anforderungen deutlich gestiegen sind.",euren,eure,eurem,eurer,2,eurem,„Ausweis“ ist maskulin und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_ausweis_dat_191,B1,Reisen,,ready,,
pa_192,2026-02-14T09:11:00Z,,"Er spricht regelmäßig mit ___ Wohnung, damit alle Schritte transparent bleiben.",seinem,seine,seiner,sein,2,seiner,„Wohnung“ ist feminin und steht hier im Dativ; deshalb ist „seiner“ korrekt.,b1_sein_wohnung_dat_192,B1,Wohnen,,ready,,
pa_193,2026-02-14T09:12:00Z,,"Ihr arbeitet seit Wochen mit ___ Formular, weil die Anforderungen deutlich gestiegen sind.",euren,eurer,eure,eurem,3,eurem,„Formular“ ist neutrum und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_formular_dat_193,B1,Büro,,ready,,
pa_194,2026-02-14T09:13:00Z,,"Er spricht regelmäßig mit ___ Vertrag, damit alle Schritte transparent bleiben.",sein,seiner,seinem,seine,2,seinem,„Vertrag“ ist maskulin und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_vertrag_dat_194,B1,Arbeit,,ready,,
pa_195,2026-02-14T09:14:00Z,,"Ihr arbeitet seit Wochen mit ___ Aufgabe, weil die Anforderungen deutlich gestiegen sind.",euren,eurer,eurem,eure,1,eurer,„Aufgabe“ ist feminin und steht hier im Dativ; deshalb ist „eurer“ korrekt.,b1_euer_aufgabe_dat_195,B1,Lernen,,ready,,
pa_196,2026-02-14T09:15:00Z,,"Er spricht regelmäßig mit ___ Problem, damit alle Schritte transparent bleiben.",seiner,seinem,seine,sein,1,seinem,„Problem“ ist neutrum und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_problem_dat_196,B1,Alltag,,ready,,
pa_197,2026-02-14T09:16:00Z,,"Ihr arbeitet seit Wochen mit ___ Bericht, weil die Anforderungen deutlich gestiegen sind.",eurer,eure,eurem,euren,2,eurem,„Bericht“ ist maskulin und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_bericht_dat_197,B1,Arbeit,,ready,,
pa_198,2026-02-14T09:17:00Z,,"Er spricht regelmäßig mit ___ Präsentation, damit alle Schritte transparent bleiben.",seine,sein,seinem,seiner,3,seiner,„Präsentation“ ist feminin und steht hier im Dativ; deshalb ist „seiner“ korrekt.,b1_sein_praesentation_dat_198,B1,Arbeit,,ready,,
pa_199,2026-02-14T09:18:00Z,,"Ihr arbeitet seit Wochen mit ___ Foto, weil die Anforderungen deutlich gestiegen sind.",eurer,eure,eurem,euren,2,eurem,„Foto“ ist neutrum und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_foto_dat_199,B1,Freizeit,,ready,,
pa_200,2026-02-14T09:19:00Z,,"Er spricht regelmäßig mit ___ Kurs, damit alle Schritte transparent bleiben.",sein,seinem,seiner,seine,1,seinem,„Kurs“ ist maskulin und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_kurs_dat_200,B1,Lernen,,ready,,
pa_201,2026-02-14T09:20:00Z,,"Ihr arbeitet seit Wochen mit ___ Idee, weil die Anforderungen deutlich gestiegen sind.",euren,eure,eurem,eurer,3,eurer,„Idee“ ist feminin und steht hier im Dativ; deshalb ist „eurer“ korrekt.,b1_euer_idee_dat_201,B1,Kreativität,,ready,,
pa_202,2026-02-14T09:21:00Z,,"Er spricht regelmäßig mit ___ Team, damit alle Schritte transparent bleiben.",seiner,seinem,sein,seine,1,seinem,„Team“ ist neutrum und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_team_dat_202,B1,Arbeit,,ready,,
pa_203,2026-02-14T09:22:00Z,,"Ihr arbeitet seit Wochen mit ___ Plan, weil die Anforderungen deutlich gestiegen sind.",eurem,eurer,eure,euren,0,eurem,„Plan“ ist maskulin und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_plan_dat_203,B1,Organisation,,ready,,
pa_204,2026-02-14T09:23:00Z,,"Er spricht regelmäßig mit ___ Sprache, damit alle Schritte transparent bleiben.",seine,seinem,sein,seiner,3,seiner,„Sprache“ ist feminin und steht hier im Dativ; deshalb ist „seiner“ korrekt.,b1_sein_sprache_dat_204,B1,Lernen,,ready,,
pa_205,2026-02-14T09:24:00Z,,"Ihr arbeitet seit Wochen mit ___ Dokument, weil die Anforderungen deutlich gestiegen sind.",eurer,eurem,euren,eure,1,eurem,„Dokument“ ist neutrum und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_dokument_dat_205,B1,Büro,,ready,,
pa_206,2026-02-14T09:25:00Z,,"Er spricht regelmäßig mit ___ Drucker, damit alle Schritte transparent bleiben.",sein,seine,seiner,seinem,3,seinem,„Drucker“ ist maskulin und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_drucker_dat_206,B1,Technik,,ready,,
pa_207,2026-02-14T09:26:00Z,,"Ihr arbeitet seit Wochen mit ___ Nachricht, weil die Anforderungen deutlich gestiegen sind.",eurem,eurer,eure,euren,1,eurer,„Nachricht“ ist feminin und steht hier im Dativ; deshalb ist „eurer“ korrekt.,b1_euer_nachricht_dat_207,B1,Kommunikation,,ready,,
pa_208,2026-02-14T09:27:00Z,,"Er spricht regelmäßig mit ___ Programm, damit alle Schritte transparent bleiben.",seiner,seinem,sein,seine,1,seinem,„Programm“ ist neutrum und steht hier im Dativ; deshalb ist „seinem“ korrekt.,b1_sein_programm_dat_208,B1,Technik,,ready,,
pa_209,2026-02-14T09:28:00Z,,"Ihr arbeitet seit Wochen mit ___ Chef, weil die Anforderungen deutlich gestiegen sind.",euren,eure,eurer,eurem,3,eurem,„Chef“ ist maskulin und steht hier im Dativ; deshalb ist „eurem“ korrekt.,b1_euer_chef_dat_209,B1,Arbeit,,ready,,
pa_210,2026-02-14T09:29:00Z,,"Er spricht regelmäßig mit ___ Kamera, damit alle Schritte transparent bleiben.",seiner,seinem,sein,seine,0,seiner,„Kamera“ ist feminin und steht hier im Dativ; deshalb ist „seiner“ korrekt.,b1_sein_kamera_dat_210,B1,Freizeit,,ready,,
